stage1 岩の手前まで230進んで90ジャンプして406歩ゴールまで	REASON stone ACTION move VALUE 230 ACTION jump VALUE 90 ACTION move VALUE 406
stage3 スタートから209進んで高さ165でジャンプして419進んでゴール	REASON hole ACTION move VALUE 209 ACTION jump VALUE 165 ACTION move VALUE 419
stage3 318進んで124ジャンプして240進む	REASON hole ACTION move VALUE 318 ACTION jump VALUE 124 ACTION move VALUE 240
stage1 53進んで170ジャンプして278進む	REASON stone ACTION move VALUE 53 ACTION jump VALUE 170 ACTION move VALUE 278
stage2 124進んで136の力でジャンプ、37進んで177の力でジャンプして332進んで	REASON stone ACTION move VALUE 124 ACTION jump VALUE 136 ACTION move VALUE 37 ACTION jump VALUE 177 ACTION move VALUE 332
stage3 201進んで36ジャンプしてから463進んで	REASON hole ACTION move VALUE 201 ACTION jump VALUE 36 ACTION move VALUE 463
stage2 1つ目の岩まで145進んで36でジャンプ、2つ目まで118進んで141でジャンプして214進んで	REASON stone ACTION move VALUE 145 ACTION jump VALUE 36 ACTION move VALUE 118 ACTION jump VALUE 141 ACTION move VALUE 214
stage3 276歩進んで65の高さでジャンプして242歩	REASON hole ACTION move VALUE 276 ACTION jump VALUE 65 ACTION move VALUE 242
stage1 288進んで141ジャンプして291進む	REASON stone ACTION move VALUE 288 ACTION jump VALUE 141 ACTION move VALUE 291
stage3 穴を飛んで進んで	REASON hole ACTION move VALUE 304 ACTION jump VALUE 52 ACTION move VALUE 83
stage2 143移動して117ジャンプ、46移動して173ジャンプ、最後に265移動	REASON stone ACTION move VALUE 143 ACTION jump VALUE 117 ACTION move VALUE 46 ACTION jump VALUE 173 ACTION move VALUE 265
stage2 まず106進んで113ジャンプ、次に63進んで3ジャンプ、330進んでゴール	REASON stone ACTION move VALUE 106 ACTION jump VALUE 113 ACTION move VALUE 63 ACTION jump VALUE 3 ACTION move VALUE 330
stage3 180歩走って52歩進む	REASON hole ACTION move VALUE 180 ACTION move VALUE 52
stage1 少し走ってから跳んで	REASON stone ACTION move VALUE 60 ACTION jump VALUE 32 ACTION move VALUE 192
stage2 140歩進んで高さ96でジャンプ、続けて18進んで66でジャンプして330進む	REASON stone ACTION move VALUE 140 ACTION jump VALUE 96 ACTION move VALUE 18 ACTION jump VALUE 66 ACTION move VALUE 330
stage3 209進んで高さ160でジャンプして377進む	REASON hole ACTION move VALUE 209 ACTION jump VALUE 160 ACTION move VALUE 377
stage1 スタートから229進んで高さ51でジャンプして448進んでゴール	REASON stone ACTION move VALUE 229 ACTION jump VALUE 51 ACTION move VALUE 448
stage1 236歩走って46高さで跳んで249歩進む	REASON stone ACTION move VALUE 236 ACTION jump VALUE 46 ACTION move VALUE 249
stage3 208歩進んで134高さで穴を越えて448歩ゴールへ	REASON hole ACTION move VALUE 208 ACTION jump VALUE 134 ACTION move VALUE 448
stage1 235進んで57ジャンプして160進む	REASON stone ACTION move VALUE 235 ACTION jump VALUE 57 ACTION move VALUE 160
stage2 138歩走って171高さで跳んで28歩進んで108高さで跳んで270歩ゴール	REASON stone ACTION move VALUE 138 ACTION jump VALUE 171 ACTION move VALUE 28 ACTION jump VALUE 108 ACTION move VALUE 270
stage3 299歩進んで136の高さでジャンプして269歩	REASON hole ACTION move VALUE 299 ACTION jump VALUE 136 ACTION move VALUE 269
stage1 132歩進んで高さ156でジャンプして473進む	REASON stone ACTION move VALUE 132 ACTION jump VALUE 156 ACTION move VALUE 473
stage2 112歩進んで高さ78でジャンプ、続けて40進んで157でジャンプして356進む	REASON stone ACTION move VALUE 112 ACTION jump VALUE 78 ACTION move VALUE 40 ACTION jump VALUE 157 ACTION move VALUE 356
stage2 岩を2回越えて	REASON stone ACTION move VALUE 57 ACTION jump VALUE 16 ACTION move VALUE 184 ACTION jump VALUE 14 ACTION move VALUE 151
stage3 スタートから202進んで高さ100でジャンプして449進んでゴール	REASON hole ACTION move VALUE 202 ACTION jump VALUE 100 ACTION move VALUE 449
stage1 243移動してから高さ158でジャンプし、380移動して	REASON stone ACTION move VALUE 243 ACTION jump VALUE 158 ACTION move VALUE 380
stage2 両方の岩を越えて	REASON stone ACTION move VALUE 75 ACTION jump VALUE 35 ACTION move VALUE 39 ACTION jump VALUE 24 ACTION move VALUE 229
stage2 102歩進んで高さ158でジャンプ、続けて70進んで66でジャンプして327進む	REASON stone ACTION move VALUE 102 ACTION jump VALUE 158 ACTION move VALUE 70 ACTION jump VALUE 66 ACTION move VALUE 327
stage3 穴を越えてゴールへ	REASON hole ACTION move VALUE 54 ACTION jump VALUE 132 ACTION move VALUE 51
stage3 206歩走って35でとんで170歩すすむ	REASON hole ACTION move VALUE 206 ACTION jump VALUE 35 ACTION move VALUE 170
stage1 1個の岩を227進んで160ジャンプして453進んで越える	REASON stone ACTION move VALUE 227 ACTION jump VALUE 160 ACTION move VALUE 453
stage2 岩を2回越えて	REASON stone ACTION move VALUE 228 ACTION jump VALUE 44 ACTION move VALUE 127 ACTION jump VALUE 11 ACTION move VALUE 85
stage1 241移動してから高さ78でジャンプし、342移動して	REASON stone ACTION move VALUE 241 ACTION jump VALUE 78 ACTION move VALUE 342
stage1 224進んで73の高さでジャンプして404歩すすむ	REASON stone ACTION move VALUE 224 ACTION jump VALUE 73 ACTION move VALUE 404
stage1 238歩走って4高さで跳んで400歩進む	REASON stone ACTION move VALUE 238 ACTION jump VALUE 4 ACTION move VALUE 400
stage3 202移動して103ジャンプ、着地後429移動	REASON hole ACTION move VALUE 202 ACTION jump VALUE 103 ACTION move VALUE 429
stage3 207進んで58ジャンプして302進む	REASON hole ACTION move VALUE 207 ACTION jump VALUE 58 ACTION move VALUE 302
stage2 まず129進んで81の高さでジャンプ、次に38進んで165でジャンプし294進んでゴール	REASON stone ACTION move VALUE 129 ACTION jump VALUE 81 ACTION move VALUE 38 ACTION jump VALUE 165 ACTION move VALUE 294
stage3 202歩走って142でとんで92歩すすむ	REASON hole ACTION move VALUE 202 ACTION jump VALUE 142 ACTION move VALUE 92
stage1 246歩進んで高さ28でジャンプして387進む	REASON stone ACTION move VALUE 246 ACTION jump VALUE 28 ACTION move VALUE 387
stage2 122移動して163ジャンプ、69移動して115ジャンプ、最後に300移動	REASON stone ACTION move VALUE 122 ACTION jump VALUE 163 ACTION move VALUE 69 ACTION jump VALUE 115 ACTION move VALUE 300
stage1 まず224進んで、68でジャンプして、その後424進んで	REASON stone ACTION move VALUE 224 ACTION jump VALUE 68 ACTION move VALUE 424
stage1 250進んで19ジャンプして324進む	REASON stone ACTION move VALUE 250 ACTION jump VALUE 19 ACTION move VALUE 324
stage3 穴の手前まで203進んで104の高さでジャンプして向こうまで379進んで	REASON hole ACTION move VALUE 203 ACTION jump VALUE 104 ACTION move VALUE 379
stage2 109歩進んで高さ106でジャンプ、続けて67進んで126でジャンプして289進む	REASON stone ACTION move VALUE 109 ACTION jump VALUE 106 ACTION move VALUE 67 ACTION jump VALUE 126 ACTION move VALUE 289
stage2 101進んで142の力でジャンプ、68進んで96の力でジャンプして288進んで	REASON stone ACTION move VALUE 101 ACTION jump VALUE 142 ACTION move VALUE 68 ACTION jump VALUE 96 ACTION move VALUE 288
stage1 232進んで51の高さでジャンプして194歩	REASON stone ACTION move VALUE 232 ACTION jump VALUE 51 ACTION move VALUE 194
stage3 78歩進んで106の高さでジャンプして357歩	REASON hole ACTION move VALUE 78 ACTION jump VALUE 106 ACTION move VALUE 357
stage2 136移動して86ジャンプ、50移動して98ジャンプ、208移動	REASON stone ACTION move VALUE 136 ACTION jump VALUE 86 ACTION move VALUE 50 ACTION jump VALUE 98 ACTION move VALUE 208
stage3 穴を飛んで進んで	REASON hole ACTION move VALUE 72 ACTION jump VALUE 76 ACTION move VALUE 85
stage3 206進んで157ジャンプしてから377進んで	REASON hole ACTION move VALUE 206 ACTION jump VALUE 157 ACTION move VALUE 377
stage2 最初に135進んで133ジャンプ、次57進んで172ジャンプ、最後305進む	REASON stone ACTION move VALUE 135 ACTION jump VALUE 133 ACTION move VALUE 57 ACTION jump VALUE 172 ACTION move VALUE 305
stage2 1つ目の岩まで103進んで37でジャンプ、2つ目まで74進んで121でジャンプして375進んで	REASON stone ACTION move VALUE 103 ACTION jump VALUE 37 ACTION move VALUE 74 ACTION jump VALUE 121 ACTION move VALUE 375
stage2 106歩進んで高さ16でジャンプ、114進んで111でジャンプして236進む	REASON stone ACTION move VALUE 106 ACTION jump VALUE 16 ACTION move VALUE 114 ACTION jump VALUE 111 ACTION move VALUE 236
stage3 206移動して105ジャンプ、着地後446移動	REASON hole ACTION move VALUE 206 ACTION jump VALUE 105 ACTION move VALUE 446
stage3 239歩進んで97の高さでジャンプして247歩	REASON hole ACTION move VALUE 239 ACTION jump VALUE 97 ACTION move VALUE 247
stage2 124歩進んで110で飛んで、54歩進んで118で飛んで294歩すすむ	REASON stone ACTION move VALUE 124 ACTION jump VALUE 110 ACTION move VALUE 54 ACTION jump VALUE 118 ACTION move VALUE 294
stage2 138歩進んで高さ64でジャンプ、31進んで94でジャンプして31進む	REASON stone ACTION move VALUE 138 ACTION jump VALUE 64 ACTION move VALUE 31 ACTION jump VALUE 94 ACTION move VALUE 31
stage2 149歩進んで高さ68でジャンプ、6進んで38でジャンプして134進む	REASON stone ACTION move VALUE 149 ACTION jump VALUE 68 ACTION move VALUE 6 ACTION jump VALUE 38 ACTION move VALUE 134
stage1 岩を越えてゴールまで進んで	REASON stone ACTION move VALUE 69 ACTION jump VALUE 26 ACTION move VALUE 291
stage2 走ってジャンプを2回して進んで	REASON stone ACTION move VALUE 59 ACTION jump VALUE 20 ACTION move VALUE 117 ACTION jump VALUE 30 ACTION move VALUE 250
stage3 穴の手前まで201進んで102の高さでジャンプして向こうまで421進んで	REASON hole ACTION move VALUE 201 ACTION jump VALUE 102 ACTION move VALUE 421
stage1 247移動してから高さ50でジャンプし、371移動して	REASON stone ACTION move VALUE 247 ACTION jump VALUE 50 ACTION move VALUE 371
stage3 穴を越えてゴールへ	REASON hole ACTION move VALUE 267 ACTION jump VALUE 106 ACTION move VALUE 184
stage3 62歩走って55でとんで310歩すすむ	REASON hole ACTION move VALUE 62 ACTION jump VALUE 55 ACTION move VALUE 310
stage1 36進んで133の高さでジャンプして412歩	REASON stone ACTION move VALUE 36 ACTION jump VALUE 133 ACTION move VALUE 412
stage2 岩を2回越えて	REASON stone ACTION move VALUE 80 ACTION jump VALUE 31 ACTION move VALUE 54 ACTION jump VALUE 29 ACTION move VALUE 234
stage2 最初に135進んで168ジャンプ、次58進んで128ジャンプ、最後239進む	REASON stone ACTION move VALUE 135 ACTION jump VALUE 168 ACTION move VALUE 58 ACTION jump VALUE 128 ACTION move VALUE 239
stage3 206歩進んで60の高さでジャンプして22歩	REASON hole ACTION move VALUE 206 ACTION jump VALUE 60 ACTION move VALUE 22
stage3 296進んで高さ54でジャンプして244進む	REASON hole ACTION move VALUE 296 ACTION jump VALUE 54 ACTION move VALUE 244
stage2 1つ目の岩まで135進んで76でジャンプ、2つ目まで60進んで81でジャンプして271進んで	REASON stone ACTION move VALUE 135 ACTION jump VALUE 76 ACTION move VALUE 60 ACTION jump VALUE 81 ACTION move VALUE 271
stage3 209歩走って139でとんで404歩すすむ	REASON hole ACTION move VALUE 209 ACTION jump VALUE 139 ACTION move VALUE 404
stage1 ちょうど240進んでから66でジャンプして389進んでね	REASON stone ACTION move VALUE 240 ACTION jump VALUE 66 ACTION move VALUE 389
stage1 岩の手前まで225進んで113ジャンプして450歩ゴールまで	REASON stone ACTION move VALUE 225 ACTION jump VALUE 113 ACTION move VALUE 450
stage1 高くジャンプして石を越えてゴール	REASON stone ACTION move VALUE 57 ACTION jump VALUE 21 ACTION move VALUE 136
stage2 走ってジャンプを2回して進んで	REASON stone ACTION move VALUE 172 ACTION jump VALUE 26 ACTION move VALUE 115 ACTION jump VALUE 40 ACTION move VALUE 147
stage3 54歩進んで154の高さでジャンプして311歩	REASON hole ACTION move VALUE 54 ACTION jump VALUE 154 ACTION move VALUE 311
stage1 岩の手前まで243進んで161ジャンプして337歩ゴールまで	REASON stone ACTION move VALUE 243 ACTION jump VALUE 161 ACTION move VALUE 337
stage2 159歩進んで高さ100でジャンプ、145進んで163でジャンプして165進む	REASON stone ACTION move VALUE 159 ACTION jump VALUE 100 ACTION move VALUE 145 ACTION jump VALUE 163 ACTION move VALUE 165
stage2 1つ目の岩まで112進んで119でジャンプ、2つ目まで73進んで119でジャンプして262進んで	REASON stone ACTION move VALUE 112 ACTION jump VALUE 119 ACTION move VALUE 73 ACTION jump VALUE 119 ACTION move VALUE 262
stage1 223進んで49の高さでジャンプして383歩	REASON stone ACTION move VALUE 223 ACTION jump VALUE 49 ACTION move VALUE 383
stage3 205歩進んで44高さで穴を越えて459歩ゴールへ	REASON hole ACTION move VALUE 205 ACTION jump VALUE 44 ACTION move VALUE 459
stage1 55進んで75の高さでジャンプして327歩	REASON stone ACTION move VALUE 55 ACTION jump VALUE 75 ACTION move VALUE 327
stage3 302進んで99ジャンプして255進む	REASON hole ACTION move VALUE 302 ACTION jump VALUE 99 ACTION move VALUE 255
stage1 221歩走って96高さで跳んで228歩進む	REASON stone ACTION move VALUE 221 ACTION jump VALUE 96 ACTION move VALUE 228
stage2 1つ目の岩まで101進んで97でジャンプ、2つ目まで80進んで149でジャンプして320進んで	REASON stone ACTION move VALUE 101 ACTION jump VALUE 97 ACTION move VALUE 80 ACTION jump VALUE 149 ACTION move VALUE 320
stage3 穴の手前まで207進んで26の高さでジャンプして向こうまで434進んで	REASON hole ACTION move VALUE 207 ACTION jump VALUE 26 ACTION move VALUE 434
stage1 まず239進んで、130でジャンプして、その後374進んで	REASON stone ACTION move VALUE 239 ACTION jump VALUE 130 ACTION move VALUE 374
stage1 236進んで高さ111でジャンプしてから379進んで	REASON stone ACTION move VALUE 236 ACTION jump VALUE 111 ACTION move VALUE 379
stage2 114歩進んで高さ69でジャンプ、138進んで84でジャンプして399進む	REASON stone ACTION move VALUE 114 ACTION jump VALUE 69 ACTION move VALUE 138 ACTION jump VALUE 84 ACTION move VALUE 399
stage1 241歩進んで高さ7でジャンプして421進む	REASON stone ACTION move VALUE 241 ACTION jump VALUE 7 ACTION move VALUE 421
stage1 スタートから224進んで高さ69でジャンプして444進んでゴール	REASON stone ACTION move VALUE 224 ACTION jump VALUE 69 ACTION move VALUE 444
stage1 1個の岩を222進んで70ジャンプして411進んで越える	REASON stone ACTION move VALUE 222 ACTION jump VALUE 70 ACTION move VALUE 411
stage3 穴の手前まで206進んで126の高さでジャンプして向こうまで419進んで	REASON hole ACTION move VALUE 206 ACTION jump VALUE 126 ACTION move VALUE 419
stage2 2つの石をジャンプして越えて	REASON stone ACTION move VALUE 67 ACTION jump VALUE 10 ACTION move VALUE 46 ACTION jump VALUE 11 ACTION move VALUE 161
stage3 208歩進んで127の高さで穴を跳び越えて393歩進む	REASON hole ACTION move VALUE 208 ACTION jump VALUE 127 ACTION move VALUE 393
stage3 202進んで高さ168でジャンプして380進む	REASON hole ACTION move VALUE 202 ACTION jump VALUE 168 ACTION move VALUE 380
stage1 1個の岩を229進んで66ジャンプして378進んで越える	REASON stone ACTION move VALUE 229 ACTION jump VALUE 66 ACTION move VALUE 378
stage1 まず235進んで、80でジャンプして、その後376進んで	REASON stone ACTION move VALUE 235 ACTION jump VALUE 80 ACTION move VALUE 376
stage3 206歩走って190歩進む	REASON hole ACTION move VALUE 206 ACTION move VALUE 190
stage3 264歩走って35でとんで180歩すすむ	REASON hole ACTION move VALUE 264 ACTION jump VALUE 35 ACTION move VALUE 180
stage1 234歩進んで高さ169でジャンプして439進む	REASON stone ACTION move VALUE 234 ACTION jump VALUE 169 ACTION move VALUE 439
stage1 249進んで84の高さでジャンプして364歩すすむ	REASON stone ACTION move VALUE 249 ACTION jump VALUE 84 ACTION move VALUE 364
stage1 238歩進んで高さ159でジャンプして413進む	REASON stone ACTION move VALUE 238 ACTION jump VALUE 159 ACTION move VALUE 413
stage2 1つ目の岩まで123進んで144でジャンプ、2つ目まで56進んで83でジャンプして329進んで	REASON stone ACTION move VALUE 123 ACTION jump VALUE 144 ACTION move VALUE 56 ACTION jump VALUE 83 ACTION move VALUE 329
stage1 高くジャンプして石を越えてゴール	REASON stone ACTION move VALUE 33 ACTION jump VALUE 22 ACTION move VALUE 221
stage3 80歩進んで62の高さでジャンプして185歩	REASON hole ACTION move VALUE 80 ACTION jump VALUE 62 ACTION move VALUE 185
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 304 ACTION jump VALUE 76 ACTION move VALUE 144
stage3 203進んで81ジャンプしてから468進んで	REASON hole ACTION move VALUE 203 ACTION jump VALUE 81 ACTION move VALUE 468
stage3 206進んで297進む	REASON hole ACTION move VALUE 206 ACTION move VALUE 297
stage3 205移動して119ジャンプ、着地後390移動	REASON hole ACTION move VALUE 205 ACTION jump VALUE 119 ACTION move VALUE 390
stage1 226進んで6ジャンプして412進む	REASON stone ACTION move VALUE 226 ACTION jump VALUE 6 ACTION move VALUE 412
stage3 207歩進んで41の高さで穴を跳び越えて379歩進む	REASON hole ACTION move VALUE 207 ACTION jump VALUE 41 ACTION move VALUE 379
stage1 287進んで126ジャンプして400進む	REASON stone ACTION move VALUE 287 ACTION jump VALUE 126 ACTION move VALUE 400
stage3 205移動して176ジャンプ、着地後388移動	REASON hole ACTION move VALUE 205 ACTION jump VALUE 176 ACTION move VALUE 388
stage1 249歩進んで高さ98でジャンプして363進む	REASON stone ACTION move VALUE 249 ACTION jump VALUE 98 ACTION move VALUE 363
stage1 岩の手前まで233進んで119ジャンプして428歩ゴールまで	REASON stone ACTION move VALUE 233 ACTION jump VALUE 119 ACTION move VALUE 428
stage3 204歩走って74でとんで48歩すすむ	REASON hole ACTION move VALUE 204 ACTION jump VALUE 74 ACTION move VALUE 48
stage3 195進んで344進む	REASON hole ACTION move VALUE 195 ACTION move VALUE 344
stage2 最初に106進んで62ジャンプ、次62進んで148ジャンプ、最後340進む	REASON stone ACTION move VALUE 106 ACTION jump VALUE 62 ACTION move VALUE 62 ACTION jump VALUE 148 ACTION move VALUE 340
stage3 207歩進んで104の高さでジャンプして301歩	REASON hole ACTION move VALUE 207 ACTION jump VALUE 104 ACTION move VALUE 301
stage2 走ってジャンプを2回して進んで	REASON stone ACTION move VALUE 55 ACTION jump VALUE 36 ACTION move VALUE 53 ACTION jump VALUE 39 ACTION move VALUE 203
stage2 まず133進んで39ジャンプ、次に95進んで98ジャンプ、300進んでゴール	REASON stone ACTION move VALUE 133 ACTION jump VALUE 39 ACTION move VALUE 95 ACTION jump VALUE 98 ACTION move VALUE 300
stage3 穴の手前まで201進んで39の高さでジャンプして向こうまで396進んで	REASON hole ACTION move VALUE 201 ACTION jump VALUE 39 ACTION move VALUE 396
stage2 130歩進んで高さ85でジャンプ、続けて68進んで170でジャンプして289進む	REASON stone ACTION move VALUE 130 ACTION jump VALUE 85 ACTION move VALUE 68 ACTION jump VALUE 170 ACTION move VALUE 289
stage3 88進んで174ジャンプして381進む	REASON hole ACTION move VALUE 88 ACTION jump VALUE 174 ACTION move VALUE 381
stage2 140進んで109の力でジャンプ、13進んで75の力でジャンプして329進んで	REASON stone ACTION move VALUE 140 ACTION jump VALUE 109 ACTION move VALUE 13 ACTION jump VALUE 75 ACTION move VALUE 329
stage1 125進んで77の高さでジャンプして445歩	REASON stone ACTION move VALUE 125 ACTION jump VALUE 77 ACTION move VALUE 445
stage2 119移動して90ジャンプ、76移動して94ジャンプ、最後に281移動	REASON stone ACTION move VALUE 119 ACTION jump VALUE 90 ACTION move VALUE 76 ACTION jump VALUE 94 ACTION move VALUE 281
stage2 まず108進んで90ジャンプ、次に280進んで161ジャンプ、349進んでゴール	REASON stone ACTION move VALUE 108 ACTION jump VALUE 90 ACTION move VALUE 280 ACTION jump VALUE 161 ACTION move VALUE 349
stage2 145移動して157ジャンプ、19移動して132ジャンプ、64移動	REASON stone ACTION move VALUE 145 ACTION jump VALUE 157 ACTION move VALUE 19 ACTION jump VALUE 132 ACTION move VALUE 64
stage1 244進んで136ジャンプして165進む	REASON stone ACTION move VALUE 244 ACTION jump VALUE 136 ACTION move VALUE 165
stage3 穴の手前まで201進んで93の高さでジャンプして向こうまで469進んで	REASON hole ACTION move VALUE 201 ACTION jump VALUE 93 ACTION move VALUE 469
stage1 158歩進んで高さ106でジャンプして414進む	REASON stone ACTION move VALUE 158 ACTION jump VALUE 106 ACTION move VALUE 414
stage3 スタートから208進んで高さ108でジャンプして393進んでゴール	REASON hole ACTION move VALUE 208 ACTION jump VALUE 108 ACTION move VALUE 393
stage1 99歩進んで高さ105でジャンプして486進む	REASON stone ACTION move VALUE 99 ACTION jump VALUE 105 ACTION move VALUE 486
stage1 245進んで71の高さでジャンプして148歩	REASON stone ACTION move VALUE 245 ACTION jump VALUE 71 ACTION move VALUE 148
stage1 254進んで111の高さでジャンプして463歩	REASON stone ACTION move VALUE 254 ACTION jump VALUE 111 ACTION move VALUE 463
stage3 206進んで56ジャンプして294進む	REASON hole ACTION move VALUE 206 ACTION jump VALUE 56 ACTION move VALUE 294
stage1 238歩進んで高さ169でジャンプして395進む	REASON stone ACTION move VALUE 238 ACTION jump VALUE 169 ACTION move VALUE 395
stage1 岩の手前まで237進んで90ジャンプして350歩ゴールまで	REASON stone ACTION move VALUE 237 ACTION jump VALUE 90 ACTION move VALUE 350
stage1 226進んで高さ154でジャンプしてから416進んで	REASON stone ACTION move VALUE 226 ACTION jump VALUE 154 ACTION move VALUE 416
stage2 132進んで93の力でジャンプ、55進んで89の力でジャンプして264進んで	REASON stone ACTION move VALUE 132 ACTION jump VALUE 93 ACTION move VALUE 55 ACTION jump VALUE 89 ACTION move VALUE 264
stage3 136歩進んで10の高さでジャンプして234歩	REASON hole ACTION move VALUE 136 ACTION jump VALUE 10 ACTION move VALUE 234
stage3 145歩走って175でとんで147歩すすむ	REASON hole ACTION move VALUE 145 ACTION jump VALUE 175 ACTION move VALUE 147
stage3 207歩走って53でとんで212歩すすむ	REASON hole ACTION move VALUE 207 ACTION jump VALUE 53 ACTION move VALUE 212
stage3 271進んで高さ169でジャンプして116進む	REASON hole ACTION move VALUE 271 ACTION jump VALUE 169 ACTION move VALUE 116
stage2 139歩進んで高さ179でジャンプ、続けて35進んで168でジャンプして330進む	REASON stone ACTION move VALUE 139 ACTION jump VALUE 179 ACTION move VALUE 35 ACTION jump VALUE 168 ACTION move VALUE 330
stage3 201歩進んで165高さで穴を越えて399歩ゴールへ	REASON hole ACTION move VALUE 201 ACTION jump VALUE 165 ACTION move VALUE 399
stage2 119歩進んで高さ94でジャンプ、62進んで59でジャンプして24進む	REASON stone ACTION move VALUE 119 ACTION jump VALUE 94 ACTION move VALUE 62 ACTION jump VALUE 59 ACTION move VALUE 24
stage1 高くジャンプして石を越えてゴール	REASON stone ACTION move VALUE 51 ACTION jump VALUE 9 ACTION move VALUE 209
stage1 スタートから236進んで高さ152でジャンプして375進んでゴール	REASON stone ACTION move VALUE 236 ACTION jump VALUE 152 ACTION move VALUE 375
stage2 1つ目の岩まで130進んで65でジャンプ、2つ目まで25進んで121でジャンプして99進んで	REASON stone ACTION move VALUE 130 ACTION jump VALUE 65 ACTION move VALUE 25 ACTION jump VALUE 121 ACTION move VALUE 99
stage2 133移動して142ジャンプ、21移動して78ジャンプ、最後に283移動	REASON stone ACTION move VALUE 133 ACTION jump VALUE 142 ACTION move VALUE 21 ACTION jump VALUE 78 ACTION move VALUE 283
stage1 224進んで43の高さでジャンプして113歩	REASON stone ACTION move VALUE 224 ACTION jump VALUE 43 ACTION move VALUE 113
stage2 105移動して61ジャンプ、155移動して155ジャンプ、290移動	REASON stone ACTION move VALUE 105 ACTION jump VALUE 61 ACTION move VALUE 155 ACTION jump VALUE 155 ACTION move VALUE 290
stage3 206移動して237移動	REASON hole ACTION move VALUE 206 ACTION move VALUE 237
stage1 222進んで高さ62でジャンプしてから432進んで	REASON stone ACTION move VALUE 222 ACTION jump VALUE 62 ACTION move VALUE 432
stage2 126進んで171の力でジャンプ、54進んで101の力でジャンプして286進んで	REASON stone ACTION move VALUE 126 ACTION jump VALUE 171 ACTION move VALUE 54 ACTION jump VALUE 101 ACTION move VALUE 286
stage3 208歩進んで172高さで穴を越えて417歩ゴールへ	REASON hole ACTION move VALUE 208 ACTION jump VALUE 172 ACTION move VALUE 417
stage3 205歩進んで108の高さで穴を跳び越えて459歩進む	REASON hole ACTION move VALUE 205 ACTION jump VALUE 108 ACTION move VALUE 459
stage2 1つ目の岩まで124進んで112でジャンプ、2つ目まで42進んで102でジャンプして306進んで	REASON stone ACTION move VALUE 124 ACTION jump VALUE 112 ACTION move VALUE 42 ACTION jump VALUE 102 ACTION move VALUE 306
stage2 両方の岩を越えて	REASON stone ACTION move VALUE 189 ACTION jump VALUE 44 ACTION move VALUE 101 ACTION jump VALUE 35 ACTION move VALUE 194
stage3 203進んで95でしっかりジャンプしてから425進んでゴール	REASON hole ACTION move VALUE 203 ACTION jump VALUE 95 ACTION move VALUE 425
stage1 49進んで130ジャンプして394進む	REASON stone ACTION move VALUE 49 ACTION jump VALUE 130 ACTION move VALUE 394
stage2 149移動して147ジャンプ、37移動して157ジャンプ、最後に264移動	REASON stone ACTION move VALUE 149 ACTION jump VALUE 147 ACTION move VALUE 37 ACTION jump VALUE 157 ACTION move VALUE 264
stage1 247進んで15の高さでジャンプして268歩	REASON stone ACTION move VALUE 247 ACTION jump VALUE 15 ACTION move VALUE 268
stage3 207進んで高さ76でジャンプして393進む	REASON hole ACTION move VALUE 207 ACTION jump VALUE 76 ACTION move VALUE 393
stage1 うまいことジャンプして岩を越えて	REASON stone ACTION move VALUE 359 ACTION jump VALUE 9 ACTION move VALUE 171
stage2 2個の岩を飛び越えてゴールへ	REASON stone ACTION move VALUE 51 ACTION jump VALUE 7 ACTION move VALUE 105 ACTION jump VALUE 27 ACTION move VALUE 285
stage2 106歩進んで高さ177でジャンプ、53進んで134でジャンプして191進む	REASON stone ACTION move VALUE 106 ACTION jump VALUE 177 ACTION move VALUE 53 ACTION jump VALUE 134 ACTION move VALUE 191
stage2 122移動して21ジャンプ、51移動して72ジャンプ、271移動	REASON stone ACTION move VALUE 122 ACTION jump VALUE 21 ACTION move VALUE 51 ACTION jump VALUE 72 ACTION move VALUE 271
stage3 235進んで169ジャンプして315進む	REASON hole ACTION move VALUE 235 ACTION jump VALUE 169 ACTION move VALUE 315
stage2 201歩進んで高さ128でジャンプ、122進んで109でジャンプして319進む	REASON stone ACTION move VALUE 201 ACTION jump VALUE 128 ACTION move VALUE 122 ACTION jump VALUE 109 ACTION move VALUE 319
stage1 うまいことジャンプして岩を越えて	REASON stone ACTION move VALUE 350 ACTION jump VALUE 41 ACTION move VALUE 272
stage2 117歩進んで高さ69でジャンプ、230進んで145でジャンプして161進む	REASON stone ACTION move VALUE 117 ACTION jump VALUE 69 ACTION move VALUE 230 ACTION jump VALUE 145 ACTION move VALUE 161
stage3 209歩進んで16高さで穴を越えて420歩ゴールへ	REASON hole ACTION move VALUE 209 ACTION jump VALUE 16 ACTION move VALUE 420
stage3 穴を越えてゴールへ	REASON hole ACTION move VALUE 86 ACTION jump VALUE 102 ACTION move VALUE 199
stage2 109歩進んで高さ91でジャンプ、続けて52進んで92でジャンプして325進む	REASON stone ACTION move VALUE 109 ACTION jump VALUE 91 ACTION move VALUE 52 ACTION jump VALUE 92 ACTION move VALUE 325
stage1 231移動してから高さ57でジャンプし、363移動して	REASON stone ACTION move VALUE 231 ACTION jump VALUE 57 ACTION move VALUE 363
stage2 108移動して144ジャンプ、74移動して77ジャンプ、最後に288移動	REASON stone ACTION move VALUE 108 ACTION jump VALUE 144 ACTION move VALUE 74 ACTION jump VALUE 77 ACTION move VALUE 288
